Term,Part Of Term,School,Subject,Course Number,Section Number,CRN,Title,Long_Crs_Desc,CurrentEnroll,Enrollment (Including Cross List),Max Enrollment (Including Cross List),Seats Available (Including Cross List),Wait List Count (Including Cross List),Wait List Available (Including Cross List),Part of Term Start Date,Part of Term End Date,Primary Instructor,Other Instructors,Meeting Times,Rooms
Fall 2018,Full Term,College of Liberal Arts,THEA,275,DF,10665,The Business of Theatre Artist,The Business of Being a Theatre Artist,19,19,20,1,1,998,8/27/18,12/14/18,"Bazewicz, James",,R 09:20 AM - 10:40 AM,ARTS 137
Fall 2018,Full Term,College of Liberal Arts,THEA,301,T,10506,Theatre Practice: Playwriting,Theatre Practice: Playwriting,1,1,8,7,0,999,8/27/18,12/14/18,"McLaughlin, Rosemary",,M 03:30 PM - 06:30 PM, 
Fall 2018,Full Term,College of Liberal Arts,THEA,302,X1,10507,Theatre Practice: Shop Technician,Theatre Practice: Shop Technician,10,10,20,10,0,999,8/27/18,12/14/18,"Elliott, Andrew",,  - ,ARTS 121
Fall 2018,1st Half Session,College of Liberal Arts,THEA,303,G,10656,Theatre Practice: Design: Sets One or Two,Theatre Practice: Design: Sets One or Two,7,7,14,7,0,999,8/27/18,10/16/18,"Bazewicz, James",,MWF 11:50 AM - 01:05 PM,ARTS 137
Fall 2018,1st Half Session,College of Liberal Arts,THEA,304,G,10657,Theatre Practice: Stage Management: Sets One or Two,Theatre Practice: Stage Management: Sets One or Two,5,5,14,9,0,999,8/27/18,10/16/18,"LaPenta, Daniel",,MWF 11:50 AM - 01:05 PM,ARTS 138
Fall 2018,1st Half Session,College of Liberal Arts,THEA,305,G,10658,Theatre Practice: Acting: Sets One or Two,Theatre Practice: Acting: Sets One or Two,16,16,30,14,0,999,8/27/18,10/16/18,"Ceraso, Christopher",,F 11:50 AM - 01:05 PM,ARTS 117
Fall 2018,2nd Half Session,College of Liberal Arts,THEA,306,TL,10659,Theatre Prac: Dance,Theatre Practice: Dance,0,0,20,20,0,999,10/17/18,12/14/18,"Fowlin, Kimani",,M 03:30 PM - 06:30 PM,ARTS 117
Fall 2018,1st Half Session,College of Liberal Arts,THEA,308,G,10660,Theatre Practice: Electrician/Technical Director: Sets One or Two,Theatre Practice: Electrician/Technical Director: Sets One or Two,0,0,8,8,0,999,8/27/18,10/16/18,"Elliott, Andrew",,MF 11:50 AM - 01:05 PM,ARTS 121
Fall 2018,Full Term,College of Liberal Arts,THEA,309,G,10508,Theatre Practice: Dramaturgy,Theatre Practice: Dramaturgy,3,3,8,5,0,999,8/27/18,12/14/18,"Brenner, Lisa",,MWF 11:50 AM - 01:05 PM, 
Fall 2018,Full Term,College of Liberal Arts,THEA,311H,TL,10668,Cont. Perfor. and Critical The,Contemporary Performance and Critical Theory,14,14,14,0,1,998,8/27/18,12/14/18,"Russell, Curtis",,W 02:40 PM - 05:10 PM,ARTS 105
Fall 2018,2nd Half Session,College of Liberal Arts,THEA,314,TL,10662,Theatre Practice: Stage Management: Sets Three or Four,Theatre Practice: Stage Management: Sets Three or Four,6,6,8,2,0,999,10/17/18,12/14/18,"LaPenta, Daniel",,M 03:30 PM - 06:30 PM,ARTS 117
Fall 2018,2nd Half Session,College of Liberal Arts,THEA,315,TL,10663,Theatre Practice: Acting: Sets Three or Four,Theatre Practice: Acting: Sets Three or Four,14,14,30,16,0,999,10/17/18,12/14/18,"Ceraso, Christopher",,M 03:30 PM - 06:30 PM, 
Fall 2018,2nd Half Session,College of Liberal Arts,THEA,318,G,10664,Theatre Practice: Electrician/Technical Director: Sets Two or Three,Theatre Practice: Electrician/Technical Director: Sets Three or Four,0,0,8,8,0,999,10/17/18,12/14/18,"Elliott, Andrew",,F 11:50 AM - 01:05 PM,ARTS 121
Fall 2018,Full Term,College of Liberal Arts,THEA,322,TL,10510,Creative Collaboration,,8,8,12,4,0,999,8/27/18,12/14/18,"Bazewicz, James",,M 03:30 PM - 06:30 PM,ARTS 117
Fall 2018,Full Term,College of Liberal Arts,THEA,345,TL,10511,Problems in Directing,,3,3,8,5,0,999,8/27/18,12/14/18,"LaPenta, Daniel",,M 03:30 PM - 06:30 PM,ARTS 137
Fall 2018,2nd Half Session,College of Liberal Arts,THEA,345,X,10907,Problems in Directing,,1,1,1,0,0,999,10/17/18,12/14/18,"LaPenta, Daniel",,  - , 
Fall 2018,Full Term,College of Liberal Arts,THEA,355,CE,10512,Advanced Playwriting,,7,7,12,5,0,999,8/27/18,12/14/18,"McLaughlin, Rosemary",,WF 09:30 AM - 11:30 AM,ARTS 138
Fall 2018,Full Term,College of Liberal Arts,THEA,366,TL,10514,Dramaturgy,,7,7,14,7,0,999,8/27/18,12/14/18,"Brenner, Lisa",,M 03:30 PM - 06:30 PM,ARTS 117
Fall 2018,Full Term,College of Liberal Arts,THEA,380,X,10515,London Sem. Interd. Colloquium,London Semester Interdisciplinary Colloquium,2,2,15,13,0,999,8/27/18,12/14/18,"Levi, Neil",,  - , 
Fall 2018,Full Term,College of Liberal Arts,THEA,383,X,10516,British Political Drama,,5,5,15,10,0,999,8/27/18,12/14/18,"Levi, Neil",,  - , 
Fall 2018,Full Term,College of Liberal Arts,THEA,385,JT,10517,Applied Perf: Sexual Consent,Applied Performance,10,10,14,4,0,999,8/27/18,12/14/18,"Metelica, Marissa",,F 01:15 PM - 04:15 PM,ARTS 117
Fall 2018,Full Term,College of Liberal Arts,THEA,387,X,10518,Theatre Semester: Internship,,0,0,8,8,0,999,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,THEA,388,X,10519,Theatre Semester: Independent Study,Theatre Semester Independent Study,2,2,8,6,0,999,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,THEA,400,X,10520,Theatre Arts Capstone: Junior Year,NY Theatre Semester,17,17,20,3,0,999,8/27/18,12/14/18,"Brenner, Lisa","Ceraso, Christopher",TR 01:00 PM - 05:00 PM, 
Fall 2018,Full Term,College of Liberal Arts,THEA,402,X,10521,Independent Capstone Project,,3,3,20,17,0,999,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,THEA,410,X,10852,Specialized Honors in Theatre Arts I,Specialized Honors I: Representation and Roles of Women in Shakespeare's Plays,1,1,1,0,0,999,8/27/18,12/14/18,"Ceraso, Christopher",,  - , 
Fall 2018,Full Term,College of Liberal Arts,THEA,410,X1,10920,Specialized Honors in Theatre Arts I,Specialized Honors I: Theatre Arts/History,1,1,1,0,0,999,8/27/18,12/14/18,"Ceraso, Christopher",,  - , 
Fall 2018,Full Term,College of Liberal Arts,UNIV,101,MQ,10954,University 101,,12,12,16,4,0,999,8/27/18,12/14/18,"Zhang, Yifan",,T 06:15 PM - 07:05 PM,TIL 101
Fall 2018,Full Term,College of Liberal Arts,UNIV,101,MQ1,10955,University 101,,14,14,16,2,0,999,8/27/18,12/14/18,"Wittman, Eliza",,T 06:15 PM - 07:05 PM,TIL 203
Fall 2018,Full Term,College of Liberal Arts,UNIV,101,MQ2,10956,University 101,,13,13,16,3,0,999,8/27/18,12/14/18,"Coles, Michelle",,T 06:15 PM - 07:05 PM,TIL 204
Fall 2018,Full Term,College of Liberal Arts,UNIV,101,MQ3,10957,University 101,,13,13,16,3,0,999,8/27/18,12/14/18,"Cenicola, Dina",,T 06:15 PM - 07:05 PM,TIL 205
Fall 2018,Full Term,College of Liberal Arts,WGST,111,Z,10912,Special Topics in WGST,Special Topics in WGST: Anthropology of Gender,10,18,20,2,0,999,8/27/18,12/14/18,"Arango-Vargas, Carolina",,TR 02:40 PM - 03:55 PM,BC 201
Fall 2018,Full Term,College of Liberal Arts,WGST,201,J,10412,Global Feminisms,,12,25,25,0,1,998,8/27/18,12/14/18,"Arango-Vargas, Carolina",,MW 01:15 PM - 02:30 PM,BC 204
Fall 2018,Full Term,College of Liberal Arts,WGST,211,G,10411,Topics in Women's Studies,Interdisciplinary Topics in WGST: Gender in Latin America,16,16,25,9,0,999,8/27/18,12/14/18,"Arango-Vargas, Carolina",,MW 11:50 AM - 01:05 PM,SEM 109
Fall 2018,Full Term,College of Liberal Arts,WGST,225,K,10414,Sociology of Gender,,4,20,25,5,0,999,8/27/18,12/14/18,"Killian, Caitlin",,TR 01:15 PM - 02:30 PM,BC 201
Fall 2018,Full Term,College of Liberal Arts,WGST,233H,C,10645,Policing and the Rule of Law,"Policing and the Rule of Law: Gender, Race, and Citizenship",1,18,20,2,0,999,8/27/18,12/14/18,"Lokaneeta, Jinee",,MW 09:00 AM - 10:15 AM,BC 120
Fall 2018,Full Term,College of Liberal Arts,WGST,300,X,10909,Independent Study in Women's and Gender Studies,WGST Independent Study: How gender is performed and policed for Disney employees and the company,1,1,1,0,0,999,8/27/18,12/14/18,"Kolmar, Wendy",,  - , 
Fall 2018,Full Term,College of Liberal Arts,WGST,301,M,10416,Filming American Feminisms,,5,22,20,-2,0,999,8/27/18,12/14/18,"Kolmar, Wendy",,T 04:00 PM - 07:00 PM,BC 120
Fall 2018,Full Term,College of Liberal Arts,WGST,315,J,10413,"Political Economy of Race, Class, Gender",,2,15,15,0,1,998,8/27/18,12/14/18,"Safri, Maliha",,MW 01:15 PM - 02:30 PM,BC 117
Fall 2018,Full Term,College of Liberal Arts,WGST,370,E,10733,History of Sexuality,,10,19,25,6,0,999,8/27/18,12/14/18,"Kirby-Calder, Mary",,MW 10:25 AM - 11:40 AM,HSC S139
Fall 2018,Full Term,College of Liberal Arts,WGST,400,X,10785,Women's Studies and Gender Studies Capstone,,3,3,15,12,0,999,8/27/18,12/14/18,"Kolmar, Wendy",,  - , 
Fall 2018,Full Term,College of Liberal Arts,WRTG,101,F,10336,College Writing: ESOL,,12,12,12,0,0,999,8/27/18,12/14/18,"Miller, Rebecca",,TR 10:25 AM - 11:40 AM,SIT 101
Fall 2018,Full Term,College of Liberal Arts,WRTG,101,F1,10848,College Writing: ESOL,,11,11,12,1,0,999,8/27/18,12/14/18,"Lloyd, Jens",,TR 10:25 AM - 11:40 AM,BC 13A
Fall 2018,Full Term,College of Liberal Arts,WRTG,101,M,10331,College Writing: ESOL,,10,10,12,2,0,999,8/27/18,12/14/18,"Orsini, Maximillian",,TR 04:30 PM - 05:45 PM,SIT 101
Fall 2018,Full Term,College of Liberal Arts,WRTG,101,M1,10332,College Writing: ESOL,,12,12,12,0,0,999,8/27/18,12/14/18,"Hitchcock, Michael",,TR 04:30 PM - 05:45 PM,BC 13A
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,B,10318,Writing Studio,,11,11,12,1,0,999,8/27/18,12/14/18,"Reilly, Candace",,TR 08:00 AM - 08:50 AM,BC 20
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,D,10320,Writing Studio,,10,10,12,2,0,999,8/27/18,12/14/18,"Miller, Rebecca",,TR 09:00 AM - 09:50 AM,BC 20
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,D1,10321,Writing Studio,,10,10,12,2,0,999,8/27/18,12/14/18,"Horinko, Leanne",,TR 09:00 AM - 09:50 AM,SIT 101
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,F,10322,Writing Studio,,11,11,12,1,0,999,8/27/18,12/14/18,"Wolf, Daphne",,TR 10:25 AM - 11:15 AM,BC 20
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,G,10323,Writing Studio,,10,10,12,2,0,999,8/27/18,12/14/18,"Sockol, David",,MW 11:50 AM - 12:40 PM,BC 20
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,G1,10324,Writing Studio,,9,9,12,3,0,999,8/27/18,12/14/18,"Horinko, Leanne",,MW 11:50 AM - 12:40 PM,SIT 101
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,H,10325,Writing Studio,,12,12,12,0,0,999,8/27/18,12/14/18,"Reed, Jordan",,TR 11:50 AM - 12:40 PM,BC 20
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,H1,10326,Writing Studio,,10,10,12,2,0,999,8/27/18,12/14/18,"Lloyd, Jens",,TR 11:50 AM - 12:40 PM,SIT 101
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,H2,10327,Writing Studio,,9,9,12,3,0,999,8/27/18,12/14/18,"Wolf, Daphne",,TR 11:50 AM - 12:40 PM,BC 13A
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,J,10328,Writing Studio,,4,4,12,8,0,999,8/27/18,12/14/18,"Curtis, Jessie",,MW 01:15 PM - 02:05 PM,BC 20
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,J1,10329,Writing Studio,,4,4,12,8,0,999,8/27/18,12/14/18,"Sockol, David",,MW 01:15 PM - 02:05 PM,EMB 206
Fall 2018,Full Term,College of Liberal Arts,WRTG,111,M,10333,Writing Studio,,7,7,12,5,0,999,8/27/18,12/14/18,"Lloyd, Jens",,TR 04:30 PM - 05:20 PM,BC 20
